REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,AGRI_EMPLOYED,PERCENT_AGRI
8,LEYTE,Matalom,PH083734000,26.0,4.0,15.38
8,LEYTE,Mayorga,PH083735000,12.0,7.0,58.33
8,LEYTE,Merida,PH083736000,152.0,61.0,40.13
8,LEYTE,Ormoc City,PH083738000,939.0,139.0,14.8
8,LEYTE,Palo,PH083739000,341.0,17.0,4.99
8,LEYTE,Palompon,PH083740000,124.0,50.0,40.32
8,LEYTE,Pastrana,PH083741000,15.0,3.0,20.0
8,LEYTE,San Isidro,PH083742000,70.0,38.0,54.29
8,LEYTE,San Miguel,PH083743000,66.0,35.0,53.03
8,LEYTE,Santa Fe,PH083744000,122.0,38.0,31.15
8,LEYTE,Tabango,PH083745000,112.0,44.0,39.29
8,LEYTE,Tabontabon,PH083746000,12.0,4.0,33.33
8,LEYTE,City of Tacloban,PH083747000,6348.0,232.0,3.65
8,LEYTE,Tanauan,PH083748000,144.0,19.0,13.19
8,LEYTE,Tolosa,PH083749000,80.0,9.0,11.25
8,LEYTE,Tunga,PH083750000,4.0,0.0,0.0
8,LEYTE,Villaba,PH083751000,139.0,59.0,42.45
15,MAGUINDANAO,Ampatuan,PH153801000,251.0,186.0,74.1
15,MAGUINDANAO,Buldon,PH153802000,175.0,107.0,61.14
15,MAGUINDANAO,Buluan,PH153803000,178.0,55.0,30.9
15,MAGUINDANAO,Datu Paglas,PH153805000,55.0,40.0,72.73
15,MAGUINDANAO,Datu Piang,PH153806000,142.0,85.0,59.86
15,MAGUINDANAO,Datu Odin Sinsuat,PH153807000,495.0,188.0,37.98
15,MAGUINDANAO,Shariff Aguak,PH153808000,266.0,144.0,54.14
15,MAGUINDANAO,Matanog,PH153809000,230.0,153.0,66.52
15,MAGUINDANAO,Pagalungan,PH153810000,226.0,129.0,57.08
15,MAGUINDANAO,Parang,PH153811000,279.0,56.0,20.07
15,MAGUINDANAO,Sultan Kudarat,PH153812000,694.0,279.0,40.2
15,MAGUINDANAO,Sultan Sa Barongis,PH153813000,116.0,83.0,71.55
15,MAGUINDANAO,Kabuntalan,PH153814000,40.0,20.0,50.0
15,MAGUINDANAO,Upi,PH153815000,457.0,295.0,64.55
15,MAGUINDANAO,Talayan,PH153816000,74.0,45.0,60.81
15,MAGUINDANAO,South Upi,PH153817000,261.0,208.0,79.69
15,MAGUINDANAO,Barira,PH153818000,257.0,187.0,72.76
15,MAGUINDANAO,Gen. S.K. Pendatun,PH153819000,116.0,75.0,64.66
15,MAGUINDANAO,Mamasapano,PH153820000,179.0,152.0,84.92
15,MAGUINDANAO,Talitay,PH153821000,74.0,55.0,74.32
15,MAGUINDANAO,Pagagawan,PH153822000,304.0,202.0,66.45
15,MAGUINDANAO,Paglat,PH153823000,150.0,114.0,76.0
15,MAGUINDANAO,Sultan Mastura,PH153824000,203.0,98.0,48.28
15,MAGUINDANAO,Guindulungan,PH153825000,90.0,41.0,45.56
15,MAGUINDANAO,Datu Saudi Ampatuan,PH153826000,115.0,69.0,60.0
15,MAGUINDANAO,Datu Unsay,PH153827000,198.0,166.0,83.84
15,MAGUINDANAO,Datu Abdullah Sangki,PH153828000,133.0,94.0,70.68
15,MAGUINDANAO,Rajah Buayan,PH153829000,106.0,101.0,95.28
13,MAGUINDANAO,Datu Blah T. Sinsuat,PH153830000,1.0,0.0,0.0
15,MAGUINDANAO,Datu Anggal Midtimbang,PH153831000,96.0,60.0,62.5
15,MAGUINDANAO,Mangudadatu,PH153832000,40.0,18.0,45.0
15,MAGUINDANAO,Pandag,PH153833000,65.0,40.0,61.54
15,MAGUINDANAO,Northern Kabuntalan,PH153834000,132.0,104.0,78.79
15,MAGUINDANAO,Datu Salibo,PH153836000,69.0,20.0,28.99
15,MAGUINDANAO,Shariff Saydona Mustapha,PH153837000,34.0,33.0,97.06
17,MARINDUQUE,Boac,PH174001000,1492.0,380.0,25.47
17,MARINDUQUE,Buenavista,PH174002000,618.0,270.0,43.69
17,MARINDUQUE,Gasan,PH174003000,510.0,171.0,33.53
17,MARINDUQUE,Mogpog,PH174004000,748.0,263.0,35.16
17,MARINDUQUE,Santa Cruz,PH174005000,1277.0,493.0,38.61
17,MARINDUQUE,Torrijos,PH174006000,653.0,252.0,38.59
5,MASBATE,Aroroy,PH054101000,527.0,263.0,49.91
5,MASBATE,Baleno,PH054102000,208.0,129.0,62.02
5,MASBATE,Balud,PH054103000,349.0,172.0,49.28
5,MASBATE,Batuan,PH054104000,129.0,79.0,61.24
5,MASBATE,Cataingan,PH054105000,569.0,351.0,61.69
5,MASBATE,Cawayan,PH054106000,402.0,264.0,65.67
5,MASBATE,Claveria,PH054107000,325.0,188.0,57.85
5,MASBATE,Dimasalang,PH054108000,186.0,92.0,49.46
5,MASBATE,Esperanza,PH054109000,162.0,83.0,51.23
5,MASBATE,Mandaon,PH054110000,283.0,164.0,57.95
5,MASBATE,City of Masbate,PH054111000,571.0,109.0,19.09
5,MASBATE,Milagros,PH054112000,491.0,277.0,56.42
5,MASBATE,Mobo,PH054113000,165.0,63.0,38.18
5,MASBATE,Monreal,PH054114000,301.0,137.0,45.51
5,MASBATE,Palanas,PH054115000,208.0,106.0,50.96
5,MASBATE,Pio V. Corpus,PH054116000,211.0,133.0,63.03
5,MASBATE,Placer,PH054117000,505.0,292.0,57.82
5,MASBATE,San Fernando,PH054118000,49.0,20.0,40.82
5,MASBATE,San Jacinto,PH054119000,243.0,133.0,54.73
5,MASBATE,San Pascual,PH054120000,217.0,167.0,76.96
5,MASBATE,Uson,PH054121000,577.0,336.0,58.23
10,MISAMIS OCCIDENTAL,Aloran,PH104201000,376.0,151.0,40.16
10,MISAMIS OCCIDENTAL,Baliangao,PH104202000,168.0,108.0,64.29
10,MISAMIS OCCIDENTAL,Bonifacio,PH104203000,286.0,161.0,56.29
10,MISAMIS OCCIDENTAL,Calamba,PH104204000,162.0,53.0,32.72
10,MISAMIS OCCIDENTAL,Clarin,PH104205000,404.0,158.0,39.11
10,MISAMIS OCCIDENTAL,Concepcion,PH104206000,68.0,54.0,79.41
10,MISAMIS OCCIDENTAL,Jimenez,PH104207000,327.0,100.0,30.58
10,MISAMIS OCCIDENTAL,Lopez Jaena,PH104208000,276.0,117.0,42.39
10,MISAMIS OCCIDENTAL,City of Oroquieta,PH104209000,893.0,163.0,18.25
10,MISAMIS OCCIDENTAL,City of Ozamiz,PH104210000,1776.0,338.0,19.03
10,MISAMIS OCCIDENTAL,Panaon,PH104211000,115.0,44.0,38.26
10,MISAMIS OCCIDENTAL,Plaridel,PH104212000,241.0,110.0,45.64
10,MISAMIS OCCIDENTAL,Sapang Dalaga,PH104213000,193.0,114.0,59.07
10,MISAMIS OCCIDENTAL,Sinacaban,PH104214000,156.0,57.0,36.54
10,MISAMIS OCCIDENTAL,City of Tangub,PH104215000,579.0,198.0,34.2
10,MISAMIS OCCIDENTAL,Tudela,PH104216000,252.0,117.0,46.43
10,MISAMIS OCCIDENTAL,Don Victoriano Chiongbian,PH104217000,296.0,207.0,69.93
10,MISAMIS ORIENTAL,Alubijid,PH104301000,244.0,133.0,54.51
10,MISAMIS ORIENTAL,Balingasag,PH104302000,699.0,207.0,29.61
10,MISAMIS ORIENTAL,Balingoan,PH104303000,34.0,5.0,14.71
10,MISAMIS ORIENTAL,Binuangan,PH104304000,85.0,24.0,28.24
10,MISAMIS ORIENTAL,City of Cagayan De Oro,PH104305000,6650.0,288.0,4.33
10,MISAMIS ORIENTAL,Claveria,PH104306000,423.0,241.0,56.97
10,MISAMIS ORIENTAL,City of El Salvador,PH104307000,262.0,35.0,13.36
10,MISAMIS ORIENTAL,City of Gingoog,PH104308000,623.0,231.0,37.08
10,MISAMIS ORIENTAL,Gitagum,PH104309000,254.0,125.0,49.21
10,MISAMIS ORIENTAL,Initao,PH104310000,278.0,79.0,28.42
10,MISAMIS ORIENTAL,Jasaan,PH104311000,281.0,68.0,24.2
10,MISAMIS ORIENTAL,Kinoguitan,PH104312000,95.0,47.0,49.47
10,MISAMIS ORIENTAL,Lagonglong,PH104313000,207.0,70.0,33.82
10,MISAMIS ORIENTAL,Laguindingan,PH104314000,189.0,55.0,29.1
10,MISAMIS ORIENTAL,Libertad,PH104315000,71.0,35.0,49.3
10,MISAMIS ORIENTAL,Lugait,PH104316000,156.0,37.0,23.72
10,MISAMIS ORIENTAL,Magsaysay,PH104317000,293.0,164.0,55.97
10,MISAMIS ORIENTAL,Manticao,PH104318000,151.0,51.0,33.77
10,MISAMIS ORIENTAL,Medina,PH104319000,142.0,29.0,20.42
10,MISAMIS ORIENTAL,Naawan,PH104320000,186.0,49.0,26.34
10,MISAMIS ORIENTAL,Opol,PH104321000,266.0,40.0,15.04
10,MISAMIS ORIENTAL,Salay,PH104322000,310.0,107.0,34.52
10,MISAMIS ORIENTAL,Sugbongcogon,PH104323000,70.0,7.0,10.0
10,MISAMIS ORIENTAL,Tagoloan,PH104324000,481.0,53.0,11.02
10,MISAMIS ORIENTAL,Talisayan,PH104325000,203.0,88.0,43.35
10,MISAMIS ORIENTAL,Villanueva,PH104326000,223.0,23.0,10.31
14,MOUNTAIN PROVINCE,Barlig,PH144401000,378.0,247.0,65.34
14,MOUNTAIN PROVINCE,Bauko,PH144402000,1571.0,1212.0,77.15
14,MOUNTAIN PROVINCE,Besao,PH144403000,386.0,228.0,59.07
14,MOUNTAIN PROVINCE,Bontoc,PH144404000,1350.0,528.0,39.11
14,MOUNTAIN PROVINCE,Natonin,PH144405000,562.0,434.0,77.22
14,MOUNTAIN PROVINCE,Paracelis,PH144406000,1156.0,813.0,70.33
14,MOUNTAIN PROVINCE,Sabangan,PH144407000,493.0,270.0,54.77
14,MOUNTAIN PROVINCE,Sadanga,PH144408000,522.0,353.0,67.62
14,MOUNTAIN PROVINCE,Sagada,PH144409000,722.0,448.0,62.05
14,MOUNTAIN PROVINCE,Tadian,PH144410000,1000.0,641.0,64.1
6,NEGROS OCCIDENTAL,City of Bacolod,PH064501000,6569.0,211.0,3.21
6,NEGROS OCCIDENTAL,City of Bago,PH064502000,314.0,84.0,26.75
6,NEGROS OCCIDENTAL,Binalbagan,PH064503000,84.0,24.0,28.57
6,NEGROS OCCIDENTAL,City of Cadiz,PH064504000,280.0,127.0,45.36
6,NEGROS OCCIDENTAL,Calatrava,PH064505000,146.0,73.0,50.0
6,NEGROS OCCIDENTAL,Candoni,PH064506000,37.0,31.0,83.78
6,NEGROS OCCIDENTAL,Cauayan,PH064507000,344.0,191.0,55.52
6,NEGROS OCCIDENTAL,Enrique B. Magalona,PH064508000,232.0,127.0,54.74
6,NEGROS OCCIDENTAL,City of Escalante,PH064509000,189.0,79.0,41.8
6,NEGROS OCCIDENTAL,City of Himamaylan,PH064510000,270.0,150.0,55.56
6,NEGROS OCCIDENTAL,Hinigaran,PH064511000,309.0,115.0,37.22
6,NEGROS OCCIDENTAL,Hinoba-An,PH064512000,107.0,66.0,61.68
6,NEGROS OCCIDENTAL,Ilog,PH064513000,52.0,16.0,30.77
6,NEGROS OCCIDENTAL,Isabela,PH064514000,184.0,138.0,75.0
6,NEGROS OCCIDENTAL,City of Kabankalan,PH064515000,414.0,153.0,36.96
6,NEGROS OCCIDENTAL,City of La Carlota,PH064516000,78.0,35.0,44.87
6,NEGROS OCCIDENTAL,La Castellana,PH064517000,265.0,159.0,60.0
6,NEGROS OCCIDENTAL,Manapla,PH064518000,118.0,36.0,30.51
6,NEGROS OCCIDENTAL,Moises Padilla,PH064519000,107.0,52.0,48.6
6,NEGROS OCCIDENTAL,Murcia,PH064520000,345.0,162.0,46.96
6,NEGROS OCCIDENTAL,Pontevedra,PH064521000,184.0,89.0,48.37
6,NEGROS OCCIDENTAL,Pulupandan,PH064522000,24.0,1.0,4.17
6,NEGROS OCCIDENTAL,City of Sagay,PH064523000,255.0,77.0,30.2
6,NEGROS OCCIDENTAL,City of San Carlos,PH064524000,444.0,129.0,29.05
6,NEGROS OCCIDENTAL,San Enrique,PH064525000,59.0,19.0,32.2
6,NEGROS OCCIDENTAL,City of Silay,PH064526000,293.0,50.0,17.06
6,NEGROS OCCIDENTAL,City of Sipalay,PH064527000,61.0,12.0,19.67
6,NEGROS OCCIDENTAL,City of Talisay,PH064528000,208.0,23.0,11.06
6,NEGROS OCCIDENTAL,Toboso,PH064529000,46.0,23.0,50.0
6,NEGROS OCCIDENTAL,Valladolid,PH064530000,156.0,61.0,39.1
6,NEGROS OCCIDENTAL,City of Victorias,PH064531000,230.0,83.0,36.09
6,NEGROS OCCIDENTAL,Salvador Benedicto,PH064532000,42.0,26.0,61.9
7,NEGROS ORIENTAL,Amlan,PH074601000,26.0,9.0,34.62
7,NEGROS ORIENTAL,Ayungon,PH074602000,311.0,176.0,56.59
7,NEGROS ORIENTAL,Bacong,PH074603000,104.0,32.0,30.77
7,NEGROS ORIENTAL,City of Bais,PH074604000,331.0,136.0,41.09
7,NEGROS ORIENTAL,Basay,PH074605000,75.0,40.0,53.33
7,NEGROS ORIENTAL,City of Bayawan,PH074606000,501.0,232.0,46.31
7,NEGROS ORIENTAL,Bindoy,PH074607000,224.0,112.0,50.0
7,NEGROS ORIENTAL,City of Canlaon,PH074608000,163.0,83.0,50.92
7,NEGROS ORIENTAL,Dauin,PH074609000,138.0,54.0,39.13
7,NEGROS ORIENTAL,City of Dumaguete,PH074610000,1049.0,33.0,3.15
7,NEGROS ORIENTAL,City of Guihulngan,PH074611000,761.0,454.0,59.66
7,NEGROS ORIENTAL,Jimalalud,PH074612000,42.0,29.0,69.05
7,NEGROS ORIENTAL,La Libertad,PH074613000,218.0,142.0,65.14
7,NEGROS ORIENTAL,Mabinay,PH074614000,307.0,209.0,68.08
7,NEGROS ORIENTAL,Manjuyod,PH074615000,155.0,68.0,43.87
7,NEGROS ORIENTAL,Pamplona,PH074616000,194.0,90.0,46.39
7,NEGROS ORIENTAL,San Jose,PH074617000,144.0,63.0,43.75
7,NEGROS ORIENTAL,Santa Catalina,PH074618000,416.0,251.0,60.34
7,NEGROS ORIENTAL,Siaton,PH074619000,270.0,160.0,59.26
7,NEGROS ORIENTAL,Sibulan,PH074620000,233.0,40.0,17.17
7,NEGROS ORIENTAL,City of Tanjay,PH074621000,281.0,94.0,33.45
7,NEGROS ORIENTAL,Tayasan,PH074622000,197.0,95.0,48.22
7,NEGROS ORIENTAL,Valencia,PH074623000,105.0,21.0,20.0
7,NEGROS ORIENTAL,Vallehermoso,PH074624000,134.0,69.0,51.49
7,NEGROS ORIENTAL,Zamboanguita,PH074625000,136.0,71.0,52.21
12,NORTH COTABATO,Alamada,PH124701000,260.0,197.0,75.77
12,NORTH COTABATO,Carmen,PH124702000,792.0,536.0,67.68
12,NORTH COTABATO,Kabacan,PH124703000,276.0,110.0,39.86
12,NORTH COTABATO,City of Kidapawan,PH124704000,946.0,150.0,15.86
12,NORTH COTABATO,Libungan,PH124705000,246.0,126.0,51.22
12,NORTH COTABATO,Magpet,PH124706000,439.0,258.0,58.77
12,NORTH COTABATO,Makilala,PH124707000,363.0,185.0,50.96
12,NORTH COTABATO,Matalam,PH124708000,443.0,273.0,61.63
12,NORTH COTABATO,Midsayap,PH124709000,715.0,306.0,42.8
12,NORTH COTABATO,M'Lang,PH124710000,314.0,140.0,44.59
12,NORTH COTABATO,Pigkawayan,PH124711000,328.0,145.0,44.21
12,NORTH COTABATO,Pikit,PH124712000,823.0,477.0,57.96
12,NORTH COTABATO,President Roxas,PH124713000,189.0,121.0,64.02
12,NORTH COTABATO,Tulunan,PH124714000,329.0,190.0,57.75
12,NORTH COTABATO,Antipas,PH124715000,271.0,151.0,55.72
12,NORTH COTABATO,Banisilan,PH124716000,40.0,33.0,82.5
12,NORTH COTABATO,Aleosan,PH124717000,171.0,121.0,70.76
12,NORTH COTABATO,Arakan,PH124718000,199.0,126.0,63.32
8,NORTHERN SAMAR,Allen,PH084801000,288.0,59.0,20.49
8,NORTHERN SAMAR,Biri,PH084802000,60.0,34.0,56.67
8,NORTHERN SAMAR,Bobon,PH084803000,272.0,73.0,26.84
8,NORTHERN SAMAR,Capul,PH084804000,118.0,59.0,50.0
8,NORTHERN SAMAR,Catarman,PH084805000,1447.0,277.0,19.14
8,NORTHERN SAMAR,Catubig,PH084806000,352.0,176.0,50.0
8,NORTHERN SAMAR,Gamay,PH084807000,326.0,168.0,51.53
8,NORTHERN SAMAR,Laoang,PH084808000,729.0,292.0,40.05
8,NORTHERN SAMAR,Lapinig,PH084809000,106.0,46.0,43.4
8,NORTHERN SAMAR,Las Navas,PH084810000,289.0,176.0,60.9
8,NORTHERN SAMAR,Lavezares,PH084811000,142.0,54.0,38.03
8,NORTHERN SAMAR,Mapanas,PH084812000,140.0,79.0,56.43
8,NORTHERN SAMAR,Mondragon,PH084813000,421.0,192.0,45.61
8,NORTHERN SAMAR,Palapag,PH084814000,283.0,105.0,37.1
8,NORTHERN SAMAR,Pambujan,PH084815000,437.0,133.0,30.43
8,NORTHERN SAMAR,Rosario,PH084816000,77.0,35.0,45.45
8,NORTHERN SAMAR,San Antonio,PH084817000,162.0,74.0,45.68
8,NORTHERN SAMAR,San Isidro,PH084818000,203.0,66.0,32.51
8,NORTHERN SAMAR,San Jose,PH084819000,243.0,69.0,28.4
8,NORTHERN SAMAR,San Roque,PH084820000,314.0,107.0,34.08
8,NORTHERN SAMAR,San Vicente,PH084821000,23.0,16.0,69.57
8,NORTHERN SAMAR,Silvino Lobos,PH084822000,30.0,20.0,66.67
8,NORTHERN SAMAR,Victoria,PH084823000,205.0,62.0,30.24
8,NORTHERN SAMAR,Lope De Vega,PH084824000,248.0,124.0,50.0
3,NUEVA ECIJA,Aliaga,PH034901000,218.0,78.0,35.78
3,NUEVA ECIJA,Bongabon,PH034902000,281.0,127.0,45.2
3,NUEVA ECIJA,City of Cabanatuan,PH034903000,792.0,33.0,4.17
3,NUEVA ECIJA,Cabiao,PH034904000,243.0,68.0,27.98
3,NUEVA ECIJA,Carranglan,PH034905000,89.0,48.0,53.93
3,NUEVA ECIJA,Cuyapo,PH034906000,224.0,126.0,56.25
3,NUEVA ECIJA,Gabaldon,PH034907000,193.0,110.0,56.99
3,NUEVA ECIJA,City of Gapan,PH034908000,341.0,92.0,26.98
3,NUEVA ECIJA,General Mamerto Natividad,PH034909000,2.0,1.0,50.0
3,NUEVA ECIJA,General Tinio,PH034910000,184.0,66.0,35.87
3,NUEVA ECIJA,Guimba,PH034911000,458.0,216.0,47.16
3,NUEVA ECIJA,Jaen,PH034912000,250.0,99.0,39.6
3,NUEVA ECIJA,Laur,PH034913000,93.0,49.0,52.69
3,NUEVA ECIJA,Licab,PH034914000,31.0,8.0,25.81
3,NUEVA ECIJA,Llanera,PH034915000,139.0,80.0,57.55
3,NUEVA ECIJA,Lupao,PH034916000,161.0,77.0,47.83
3,NUEVA ECIJA,Science City of Muñoz,PH034917000,238.0,102.0,42.86
3,NUEVA ECIJA,Nampicuan,PH034918000,2.0,0.0,0.0
3,NUEVA ECIJA,City of Palayan,PH034919000,124.0,23.0,18.55
3,NUEVA ECIJA,Pantabangan,PH034920000,141.0,65.0,46.1
3,NUEVA ECIJA,Peñaranda,PH034921000,57.0,9.0,15.79
3,NUEVA ECIJA,Quezon,PH034922000,130.0,83.0,63.85
3,NUEVA ECIJA,Rizal,PH034923000,130.0,82.0,63.08
3,NUEVA ECIJA,San Antonio,PH034924000,138.0,56.0,40.58
3,NUEVA ECIJA,San Isidro,PH034925000,216.0,47.0,21.76
3,NUEVA ECIJA,San Jose City,PH034926000,439.0,138.0,31.44
3,NUEVA ECIJA,San Leonardo,PH034927000,106.0,28.0,26.42
3,NUEVA ECIJA,Santa Rosa,PH034928000,124.0,35.0,28.23
3,NUEVA ECIJA,Santo Domingo,PH034929000,243.0,129.0,53.09
3,NUEVA ECIJA,Talavera,PH034930000,277.0,42.0,15.16
3,NUEVA ECIJA,Talugtug,PH034931000,25.0,18.0,72.0
3,NUEVA ECIJA,Zaragoza,PH034932000,66.0,9.0,13.64
2,NUEVA VIZCAYA,Ambaguio,PH025001000,253.0,186.0,73.52
2,NUEVA VIZCAYA,Aritao,PH025002000,501.0,221.0,44.11
2,NUEVA VIZCAYA,Bagabag,PH025003000,589.0,225.0,38.2
2,NUEVA VIZCAYA,Bambang,PH025004000,668.0,196.0,29.34
2,NUEVA VIZCAYA,Bayombong,PH025005000,825.0,120.0,14.55
2,NUEVA VIZCAYA,Diadi,PH025006000,181.0,114.0,62.98
2,NUEVA VIZCAYA,Dupax del Norte,PH025007000,412.0,239.0,58.01
2,NUEVA VIZCAYA,Dupax del Sur,PH025008000,315.0,227.0,72.06
2,NUEVA VIZCAYA,Kasibu,PH025009000,749.0,585.0,78.1
2,NUEVA VIZCAYA,Kayapa,PH025010000,397.0,300.0,75.57
2,NUEVA VIZCAYA,Quezon,PH025011000,197.0,103.0,52.28
2,NUEVA VIZCAYA,Santa Fe,PH025012000,192.0,127.0,66.15
2,NUEVA VIZCAYA,Solano,PH025013000,842.0,163.0,19.36
2,NUEVA VIZCAYA,Villaverde,PH025014000,102.0,52.0,50.98
2,NUEVA VIZCAYA,Alfonso Castaneda,PH025015000,69.0,53.0,76.81
17,OCCIDENTAL MINDORO,Abra De Ilog,PH175101000,297.0,142.0,47.81
17,OCCIDENTAL MINDORO,Calintaan,PH175102000,261.0,160.0,61.3
3,OCCIDENTAL MINDORO,Looc,PH175103000,1.0,0.0,0.0
17,OCCIDENTAL MINDORO,Lubang,PH175104000,120.0,52.0,43.33
17,OCCIDENTAL MINDORO,Magsaysay,PH175105000,412.0,247.0,59.95
17,OCCIDENTAL MINDORO,Mamburao,PH175106000,616.0,187.0,30.36
17,OCCIDENTAL MINDORO,Paluan,PH175107000,94.0,49.0,52.13
17,OCCIDENTAL MINDORO,Rizal,PH175108000,477.0,281.0,58.91
17,OCCIDENTAL MINDORO,Sablayan,PH175109000,1156.0,559.0,48.36
17,OCCIDENTAL MINDORO,San Jose,PH175110000,1900.0,673.0,35.42
17,OCCIDENTAL MINDORO,Santa Cruz,PH175111000,466.0,235.0,50.43
17,ORIENTAL MINDORO,Baco,PH175201000,298.0,125.0,41.95
17,ORIENTAL MINDORO,Bansud,PH175202000,243.0,106.0,43.62
17,ORIENTAL MINDORO,Bongabong,PH175203000,542.0,306.0,56.46
17,ORIENTAL MINDORO,Bulalacao,PH175204000,232.0,167.0,71.98
17,ORIENTAL MINDORO,City of Calapan,PH175205000,869.0,75.0,8.63
17,ORIENTAL MINDORO,Gloria,PH175206000,407.0,177.0,43.49
17,ORIENTAL MINDORO,Mansalay,PH175207000,340.0,189.0,55.59
17,ORIENTAL MINDORO,Naujan,PH175208000,625.0,282.0,45.12
17,ORIENTAL MINDORO,Pinamalayan,PH175209000,627.0,166.0,26.48
17,ORIENTAL MINDORO,Pola,PH175210000,287.0,144.0,50.17
17,ORIENTAL MINDORO,Puerto Galera,PH175211000,255.0,23.0,9.02
17,ORIENTAL MINDORO,Roxas,PH175212000,436.0,146.0,33.49
17,ORIENTAL MINDORO,San Teodoro,PH175213000,99.0,54.0,54.55
17,ORIENTAL MINDORO,Socorro,PH175214000,304.0,130.0,42.76
17,ORIENTAL MINDORO,Victoria,PH175215000,263.0,76.0,28.9
17,PALAWAN,Aborlan,PH175301000,504.0,229.0,45.44
10,PALAWAN,Agutaya,PH175302000,2.0,0.0,0.0
17,PALAWAN,Araceli,PH175303000,88.0,44.0,50.0
17,PALAWAN,Balabac,PH175304000,177.0,128.0,72.32
17,PALAWAN,Bataraza,PH175305000,683.0,270.0,39.53
17,PALAWAN,Brooke'S Point,PH175306000,515.0,241.0,46.8
17,PALAWAN,Busuanga,PH175307000,33.0,29.0,87.88
17,PALAWAN,Cagayancillo,PH175308000,2.0,0.0,0.0
17,PALAWAN,Coron,PH175309000,308.0,136.0,44.16
17,PALAWAN,Cuyo,PH175310000,142.0,42.0,29.58
17,PALAWAN,Dumaran,PH175311000,243.0,144.0,59.26
17,PALAWAN,El Nido,PH175312000,448.0,157.0,35.04
17,PALAWAN,Linapacan,PH175313000,2.0,1.0,50.0
17,PALAWAN,Magsaysay,PH175314000,85.0,41.0,48.24
17,PALAWAN,Narra,PH175315000,635.0,232.0,36.54
17,PALAWAN,City of Puerto Princesa,PH175316000,5939.0,788.0,13.27
17,PALAWAN,Quezon,PH175317000,380.0,203.0,53.42
17,PALAWAN,Roxas,PH175318000,490.0,197.0,40.2
17,PALAWAN,San Vicente,PH175319000,279.0,109.0,39.07
17,PALAWAN,Taytay,PH175320000,596.0,320.0,53.69
17,PALAWAN,Culion,PH175322000,30.0,2.0,6.67
17,PALAWAN,Rizal,PH175323000,415.0,222.0,53.49
17,PALAWAN,Sofronio Española,PH175324000,229.0,131.0,57.21
3,PAMPANGA,City of Angeles,PH035401000,7113.0,29.0,0.41
3,PAMPANGA,Apalit,PH035402000,308.0,16.0,5.19
3,PAMPANGA,Arayat,PH035403000,334.0,38.0,11.38
3,PAMPANGA,Bacolor,PH035404000,182.0,2.0,1.1
3,PAMPANGA,Candaba,PH035405000,203.0,64.0,31.53
3,PAMPANGA,Floridablanca,PH035406000,331.0,42.0,12.69
3,PAMPANGA,Guagua,PH035407000,380.0,7.0,1.84
3,PAMPANGA,Lubao,PH035408000,301.0,29.0,9.63
3,PAMPANGA,Mabalacat City,PH035409000,1249.0,11.0,0.88
3,PAMPANGA,Macabebe,PH035410000,215.0,38.0,17.67
3,PAMPANGA,Magalang,PH035411000,166.0,28.0,16.87
3,PAMPANGA,Masantol,PH035412000,70.0,14.0,20.0
3,PAMPANGA,Mexico,PH035413000,561.0,23.0,4.1
3,PAMPANGA,Minalin,PH035414000,52.0,14.0,26.92
3,PAMPANGA,Porac,PH035415000,258.0,20.0,7.75
3,PAMPANGA,City of San Fernando,PH035416000,1290.0,10.0,0.78
3,PAMPANGA,San Luis,PH035417000,68.0,20.0,29.41
3,PAMPANGA,San Simon,PH035418000,93.0,3.0,3.23
3,PAMPANGA,Santa Ana,PH035419000,189.0,22.0,11.64
3,PAMPANGA,Santa Rita,PH035420000,76.0,8.0,10.53
3,PAMPANGA,Santo Tomas,PH035421000,38.0,0.0,0.0
3,PAMPANGA,Sasmuan,PH035422000,29.0,2.0,6.9
1,PANGASINAN,Agno,PH015501000,48.0,12.0,25.0
1,PANGASINAN,Aguilar,PH015502000,140.0,58.0,41.43
1,PANGASINAN,City of Alaminos,PH015503000,89.0,6.0,6.74
1,PANGASINAN,Alcala,PH015504000,110.0,43.0,39.09
1,PANGASINAN,Anda,PH015505000,110.0,42.0,38.18
1,PANGASINAN,Asingan,PH015506000,70.0,28.0,40.0
1,PANGASINAN,Balungao,PH015507000,52.0,26.0,50.0
1,PANGASINAN,Bani,PH015508000,79.0,18.0,22.78
1,PANGASINAN,Basista,PH015509000,109.0,22.0,20.18
1,PANGASINAN,Bautista,PH015510000,83.0,32.0,38.55
1,PANGASINAN,Bayambang,PH015511000,162.0,67.0,41.36
1,PANGASINAN,Binalonan,PH015512000,85.0,10.0,11.76
1,PANGASINAN,Binmaley,PH015513000,115.0,10.0,8.7
1,PANGASINAN,Bolinao,PH015514000,122.0,37.0,30.33
1,PANGASINAN,Bugallon,PH015515000,130.0,29.0,22.31
1,PANGASINAN,Burgos,PH015516000,24.0,2.0,8.33
1,PANGASINAN,Calasiao,PH015517000,226.0,12.0,5.31
1,PANGASINAN,City of Dagupan,PH015518000,688.0,43.0,6.25
1,PANGASINAN,Dasol,PH015519000,6.0,0.0,0.0
1,PANGASINAN,Infanta,PH015520000,126.0,47.0,37.3
1,PANGASINAN,Labrador,PH015521000,24.0,1.0,4.17
1,PANGASINAN,Lingayen,PH015522000,166.0,1.0,0.6
